"caseID","activity","resource","start_time","complete_time","span","work_order_qty","part_desc","worker_id","report_type","qty_completed","qty_rejected","qty_mrb","rework","timestamp","lifecycle","activity_only","resource_only"
"Case 140","Round Grinding - Machine 2","Machine 2 - Round Grinding","2012/03/27 17:07:00.000","2012/03/27 17:43:00.000","000:36","5","Cable Head","ID4355","D","0","0","0","","2012/03/27 17:06:00","arrival","Round Grinding","Machine 2"
"Case 140","Round Grinding - Machine 2","Machine 2 - Round Grinding","2012/03/27 17:07:00.000","2012/03/27 17:43:00.000","000:36","5","Cable Head","ID4355","D","0","0","0","","2012/03/27 17:07:00","start","Round Grinding","Machine 2"
"Case 140","Round Grinding - Machine 2","Machine 2 - Round Grinding","2012/03/27 17:07:00.000","2012/03/27 17:43:00.000","000:36","5","Cable Head","ID4355","D","0","0","0","","2012/03/27 17:43:00","complete","Round Grinding","Machine 2"
"Case 140","Grinding Rework - Machine 12","Machine 12 - Grinding","2012/03/29 21:36:00.000","2012/03/29 22:19:00.000","000:43","5","Cable Head","ID4528","D","0","0","0","","2012/03/27 17:43:00","arrival","Grinding Rework","Machine 12"
"Case 140","Grinding Rework - Machine 12","Machine 12 - Grinding","2012/03/29 21:36:00.000","2012/03/29 22:19:00.000","000:43","5","Cable Head","ID4528","D","0","0","0","","2012/03/29 21:36:00","start","Grinding Rework","Machine 12"
"Case 140","Grinding Rework - Machine 12","Machine 12 - Grinding","2012/03/29 21:36:00.000","2012/03/29 22:19:00.000","000:43","5","Cable Head","ID4528","D","0","0","0","","2012/03/29 22:19:00","complete","Grinding Rework","Machine 12"
"Case 140","Round Grinding - Machine 2","Machine 2 - Round Grinding","2012/03/29 23:54:00.000","2012/03/30 00:26:00.000","000:32","5","Cable Head","ID4385","D","0","0","0","","2012/03/29 22:19:00","arrival","Round Grinding","Machine 2"
"Case 140","Round Grinding - Machine 2","Machine 2 - Round Grinding","2012/03/29 23:54:00.000","2012/03/30 00:26:00.000","000:32","5","Cable Head","ID4385","D","0","0","0","","2012/03/29 23:54:00","start","Round Grinding","Machine 2"
"Case 140","Packing","Packing","2012/03/30 00:00:00.000","2012/03/30 01:00:00.000","000:00","5","Cable Head","ID4820","D","3","0","0","","2012/03/29 23:54:00","arrival","Packing","Packing"
"Case 140","Packing","Packing","2012/03/30 00:00:00.000","2012/03/30 01:00:00.000","000:00","5","Cable Head","ID4820","D","3","0","0","","2012/03/30 00:00:00","start","Packing","Packing"
"Case 140","Round Grinding - Machine 2","Machine 2 - Round Grinding","2012/03/29 23:54:00.000","2012/03/30 00:26:00.000","000:32","5","Cable Head","ID4385","D","0","0","0","","2012/03/30 00:26:00","complete","Round Grinding","Machine 2"
"Case 140","Packing","Packing","2012/03/30 00:00:00.000","2012/03/30 01:00:00.000","000:00","5","Cable Head","ID4820","D","3","0","0","","2012/03/30 01:00:00","complete","Packing","Packing"
"Case 140","Final Inspection Q.C.","Quality Check 1","2012/03/30 07:12:00.000","2012/03/30 09:03:00.000","001:51","5","Cable Head","ID4493","D","3","0","0","","2012/03/30 01:00:00","arrival","Final Inspection Q.C.","Quality Check 1"
"Case 140","Final Inspection Q.C.","Quality Check 1","2012/03/30 07:12:00.000","2012/03/30 09:03:00.000","001:51","5","Cable Head","ID4493","D","3","0","0","","2012/03/30 07:12:00","start","Final Inspection Q.C.","Quality Check 1"
"Case 140","Final Inspection Q.C.","Quality Check 1","2012/03/30 07:12:00.000","2012/03/30 09:03:00.000","001:51","5","Cable Head","ID4493","D","3","0","0","","2012/03/30 09:03:00","complete","Final Inspection Q.C.","Quality Check 1"
"Case 142","Turning & Milling Q.C.","Quality Check 1","2012/03/22 14:00:00.000","2012/03/22 16:06:00.000","002:06","18","Ballnut","ID4287","D","0","0","0","","2012/03/22 14:00:00","arrival","Turning & Milling Q.C.","Quality Check 1"
"Case 142","Turning & Milling Q.C.","Quality Check 1","2012/03/22 14:00:00.000","2012/03/22 16:06:00.000","002:06","18","Ballnut","ID4287","D","0","0","0","","2012/03/22 14:00:00","start","Turning & Milling Q.C.","Quality Check 1"
"Case 142","Turning & Milling Q.C.","Quality Check 1","2012/03/22 14:00:00.000","2012/03/22 16:06:00.000","002:06","18","Ballnut","ID4287","D","0","0","0","","2012/03/22 16:06:00","complete","Turning & Milling Q.C.","Quality Check 1"
"Case 142","Turning & Milling Q.C.","Quality Check 1","2012/03/26 10:00:00.000","2012/03/26 11:10:00.000","001:10","18","Ballnut","ID4287","D","18","0","0","","2012/03/22 16:06:00","arrival","Turning & Milling Q.C.","Quality Check 1"
"Case 142","Turning & Milling Q.C.","Quality Check 1","2012/03/26 10:00:00.000","2012/03/26 11:10:00.000","001:10","18","Ballnut","ID4287","D","18","0","0","","2012/03/26 10:00:00","start","Turning & Milling Q.C.","Quality Check 1"
"Case 142","Turning & Milling Q.C.","Quality Check 1","2012/03/26 10:00:00.000","2012/03/26 11:10:00.000","001:10","18","Ballnut","ID4287","D","18","0","0","","2012/03/26 11:10:00","complete","Turning & Milling Q.C.","Quality Check 1"
"Case 145","Turning - Machine 8","Machine 8 - Turning & Milling","2012/02/16 21:04:00.000","2012/02/17 00:42:00.000","003:38","35","Ring","ID4219","S","2","0","0","","2012/02/16 21:04:00","arrival","Turning","Machine 8"
"Case 145","Turning - Machine 8","Machine 8 - Turning & Milling","2012/02/16 21:04:00.000","2012/02/17 00:42:00.000","003:38","35","Ring","ID4219","S","2","0","0","","2012/02/16 21:04:00","start","Turning","Machine 8"
"Case 145","Turning - Machine 8","Machine 8 - Turning & Milling","2012/02/16 21:04:00.000","2012/02/17 00:42:00.000","003:38","35","Ring","ID4219","S","2","0","0","","2012/02/17 00:42:00","complete","Turning","Machine 8"
"Case 145","Turning - Machine 8","Machine 8 - Turning & Milling","2012/02/17 07:09:00.000","2012/02/17 12:41:00.000","005:32","35","Ring","ID0997","D","27","0","0","","2012/02/17 00:42:00","arrival","Turning","Machine 8"
"Case 145","Turning - Machine 8","Machine 8 - Turning & Milling","2012/02/17 07:09:00.000","2012/02/17 12:41:00.000","005:32","35","Ring","ID0997","D","27","0","0","","2012/02/17 07:09:00","start","Turning","Machine 8"
"Case 145","Turning - Machine 8","Machine 8 - Turning & Milling","2012/02/17 07:09:00.000","2012/02/17 12:41:00.000","005:32","35","Ring","ID0997","D","27","0","0","","2012/02/17 12:41:00","complete","Turning","Machine 8"
"Case 145","Turning - Machine 8","Machine 8 - Turning & Milling","2012/02/19 06:50:00.000","2012/02/19 07:17:00.000","000:27","35","Ring","ID4219","D","0","0","0","","2012/02/17 12:41:00","arrival","Turning","Machine 8"
"Case 145","Turning - Machine 8","Machine 8 - Turning & Milling","2012/02/19 06:50:00.000","2012/02/19 07:17:00.000","000:27","35","Ring","ID4219","D","0","0","0","","2012/02/19 06:50:00","start","Turning","Machine 8"
"Case 145","Turning - Machine 8","Machine 8 - Turning & Milling","2012/02/19 06:50:00.000","2012/02/19 07:17:00.000","000:27","35","Ring","ID4219","D","0","0","0","","2012/02/19 07:17:00","complete","Turning","Machine 8"
"Case 145","Turning - Machine 8","Machine 8 - Turning & Milling","2012/02/19 09:39:00.000","2012/02/19 10:17:00.000","000:38","35","Ring","ID4219","D","6","0","0","","2012/02/19 07:17:00","arrival","Turning","Machine 8"
"Case 145","Turning - Machine 8","Machine 8 - Turning & Milling","2012/02/19 09:39:00.000","2012/02/19 10:17:00.000","000:38","35","Ring","ID4219","D","6","0","0","","2012/02/19 09:39:00","start","Turning","Machine 8"
"Case 145","Turning - Machine 8","Machine 8 - Turning & Milling","2012/02/19 09:39:00.000","2012/02/19 10:17:00.000","000:38","35","Ring","ID4219","D","6","0","0","","2012/02/19 10:17:00","complete","Turning","Machine 8"
"Case 145","Turning Q.C.","Quality Check 1","2012/02/19 15:54:00.000","2012/02/19 15:55:00.000","000:01","35","Ring","ID4618","D","35","0","0","","2012/02/19 10:17:00","arrival","Turning Q.C.","Quality Check 1"
"Case 145","Turning Q.C.","Quality Check 1","2012/02/19 15:54:00.000","2012/02/19 15:55:00.000","000:01","35","Ring","ID4618","D","35","0","0","","2012/02/19 15:54:00","start","Turning Q.C.","Quality Check 1"
"Case 145","Turning Q.C.","Quality Check 1","2012/02/19 15:54:00.000","2012/02/19 15:55:00.000","000:01","35","Ring","ID4618","D","35","0","0","","2012/02/19 15:55:00","complete","Turning Q.C.","Quality Check 1"
"Case 145","Flat Grinding - Machine 11","Machine 11 - Grinding","2012/02/20 11:21:00.000","2012/02/20 17:39:00.000","006:18","35","Ring","ID0998","D","35","0","0","","2012/02/19 15:55:00","arrival","Flat Grinding","Machine 11"
"Case 145","Flat Grinding - Machine 11","Machine 11 - Grinding","2012/02/20 11:21:00.000","2012/02/20 17:39:00.000","006:18","35","Ring","ID0998","D","35","0","0","","2012/02/20 11:21:00","start","Flat Grinding","Machine 11"
"Case 145","Flat Grinding - Machine 11","Machine 11 - Grinding","2012/02/20 11:21:00.000","2012/02/20 17:39:00.000","006:18","35","Ring","ID0998","D","35","0","0","","2012/02/20 17:39:00","complete","Flat Grinding","Machine 11"
"Case 145","Lapping - Machine 1","Machine 1 - Lapping","2012/03/01 13:58:00.000","2012/03/01 14:43:00.000","000:45","35","Ring","ID0998","D","35","0","0","","2012/02/20 17:39:00","arrival","Lapping","Machine 1"
"Case 145","Lapping - Machine 1","Machine 1 - Lapping","2012/03/01 13:58:00.000","2012/03/01 14:43:00.000","000:45","35","Ring","ID0998","D","35","0","0","","2012/03/01 13:58:00","start","Lapping","Machine 1"
"Case 145","Lapping - Machine 1","Machine 1 - Lapping","2012/03/01 13:58:00.000","2012/03/01 14:43:00.000","000:45","35","Ring","ID0998","D","35","0","0","","2012/03/01 14:43:00","complete","Lapping","Machine 1"
"Case 145","Final Inspection Q.C.","Quality Check 1","2012/03/04 09:25:00.000","2012/03/04 09:45:00.000","000:20","35","Ring","ID4618","D","0","0","0","","2012/03/01 14:43:00","arrival","Final Inspection Q.C.","Quality Check 1"
"Case 145","Final Inspection Q.C.","Quality Check 1","2012/03/04 09:25:00.000","2012/03/04 09:45:00.000","000:20","35","Ring","ID4618","D","0","0","0","","2012/03/04 09:25:00","start","Final Inspection Q.C.","Quality Check 1"
"Case 145","Final Inspection Q.C.","Quality Check 1","2012/03/04 09:25:00.000","2012/03/04 09:45:00.000","000:20","35","Ring","ID4618","D","0","0","0","","2012/03/04 09:45:00","complete","Final Inspection Q.C.","Quality Check 1"
"Case 145","Wire Cut - Machine 13","Wire Cut - Machine 13","2012/03/07 12:00:00.000","2012/03/07 13:00:00.000","001:00","35","Ring","ID3767","B","0","0","0","","2012/03/04 09:45:00","arrival","Wire Cut","Wire Cut"
"Case 145","Wire Cut - Machine 13","Wire Cut - Machine 13","2012/03/07 12:00:00.000","2012/03/07 13:00:00.000","001:00","35","Ring","ID3767","B","0","0","0","","2012/03/07 12:00:00","start","Wire Cut","Wire Cut"
"Case 145","Wire Cut - Machine 13","Wire Cut - Machine 13","2012/03/07 12:00:00.000","2012/03/07 13:00:00.000","001:00","35","Ring","ID3767","B","0","0","0","","2012/03/07 13:00:00","complete","Wire Cut","Wire Cut"
"Case 145","Wire Cut - Machine 18","Machine 18 - Wire Cutting","2012/03/07 13:00:00.000","2012/03/07 15:00:00.000","002:00","35","Ring","ID3767","D","6","0","0","","2012/03/07 13:00:00","arrival","Wire Cut","Machine 18"
"Case 145","Wire Cut - Machine 18","Machine 18 - Wire Cutting","2012/03/07 13:00:00.000","2012/03/07 15:00:00.000","002:00","35","Ring","ID3767","D","6","0","0","","2012/03/07 13:00:00","start","Wire Cut","Machine 18"
"Case 145","Wire Cut - Machine 18","Machine 18 - Wire Cutting","2012/03/07 13:00:00.000","2012/03/07 15:00:00.000","002:00","35","Ring","ID3767","D","6","0","0","","2012/03/07 15:00:00","complete","Wire Cut","Machine 18"
"Case 145","Wire Cut - Machine 18","Machine 18 - Wire Cutting","2012/03/07 20:00:00.000","2012/03/08 04:30:00.000","008:30","35","Ring","ID4861","D","29","0","0","","2012/03/07 15:00:00","arrival","Wire Cut","Machine 18"
"Case 145","Wire Cut - Machine 18","Machine 18 - Wire Cutting","2012/03/07 20:00:00.000","2012/03/08 04:30:00.000","008:30","35","Ring","ID4861","D","29","0","0","","2012/03/07 20:00:00","start","Wire Cut","Machine 18"
"Case 145","Wire Cut - Machine 18","Machine 18 - Wire Cutting","2012/03/07 20:00:00.000","2012/03/08 04:30:00.000","008:30","35","Ring","ID4861","D","29","0","0","","2012/03/08 04:30:00","complete","Wire Cut","Machine 18"
"Case 145","Turning Q.C.","Quality Check 1","2012/03/08 12:27:00.000","2012/03/08 15:54:00.000","003:27","35","Ring","ID4618","D","0","0","0","","2012/03/08 04:30:00","arrival","Turning Q.C.","Quality Check 1"
"Case 145","Turning Q.C.","Quality Check 1","2012/03/08 12:27:00.000","2012/03/08 15:54:00.000","003:27","35","Ring","ID4618","D","0","0","0","","2012/03/08 12:27:00","start","Turning Q.C.","Quality Check 1"
"Case 145","Turning Q.C.","Quality Check 1","2012/03/08 12:27:00.000","2012/03/08 15:54:00.000","003:27","35","Ring","ID4618","D","0","0","0","","2012/03/08 15:54:00","complete","Turning Q.C.","Quality Check 1"
"Case 145","Lapping - Machine 1","Machine 1 - Lapping","2012/03/09 12:20:00.000","2012/03/09 13:35:00.000","000:00","35","Ring","ID0998","D","35","0","0","","2012/03/08 15:54:00","arrival","Lapping","Machine 1"
"Case 145","Lapping - Machine 1","Machine 1 - Lapping","2012/03/09 12:20:00.000","2012/03/09 13:35:00.000","000:00","35","Ring","ID0998","D","35","0","0","","2012/03/09 12:20:00","start","Lapping","Machine 1"
"Case 145","Laser Marking - Machine 7","Machine 7- Laser Marking","2012/03/09 12:21:00.000","2012/03/09 12:54:00.000","000:33","35","Ring","ID0998","D","35","0","0","","2012/03/09 12:20:00","arrival","Laser Marking","Machine 7- Laser Marking"
"Case 145","Laser Marking - Machine 7","Machine 7- Laser Marking","2012/03/09 12:21:00.000","2012/03/09 12:54:00.000","000:33","35","Ring","ID0998","D","35","0","0","","2012/03/09 12:21:00","start","Laser Marking","Machine 7- Laser Marking"
"Case 145","Laser Marking - Machine 7","Machine 7- Laser Marking","2012/03/09 12:21:00.000","2012/03/09 12:54:00.000","000:33","35","Ring","ID0998","D","35","0","0","","2012/03/09 12:54:00","complete","Laser Marking","Machine 7- Laser Marking"
"Case 145","Lapping - Machine 1","Machine 1 - Lapping","2012/03/09 12:20:00.000","2012/03/09 13:35:00.000","000:00","35","Ring","ID0998","D","35","0","0","","2012/03/09 13:35:00","complete","Lapping","Machine 1"
"Case 145","Packing","Packing","2012/03/11 00:00:00.000","2012/03/11 01:00:00.000","000:00","35","Ring","ID4820","D","35","0","0","","2012/03/09 13:35:00","arrival","Packing","Packing"
"Case 145","Packing","Packing","2012/03/11 00:00:00.000","2012/03/11 01:00:00.000","000:00","35","Ring","ID4820","D","35","0","0","","2012/03/11 00:00:00","start","Packing","Packing"
"Case 145","Packing","Packing","2012/03/11 00:00:00.000","2012/03/11 01:00:00.000","000:00","35","Ring","ID4820","D","35","0","0","","2012/03/11 01:00:00","complete","Packing","Packing"
"Case 145","Final Inspection Q.C.","Quality Check 1","2012/03/11 08:00:00.000","2012/03/11 08:08:00.000","000:08","35","Ring","ID4618","D","35","0","0","","2012/03/11 01:00:00","arrival","Final Inspection Q.C.","Quality Check 1"
"Case 145","Final Inspection Q.C.","Quality Check 1","2012/03/11 08:00:00.000","2012/03/11 08:08:00.000","000:08","35","Ring","ID4618","D","35","0","0","","2012/03/11 08:00:00","start","Final Inspection Q.C.","Quality Check 1"
"Case 145","Final Inspection Q.C.","Quality Check 1","2012/03/11 08:00:00.000","2012/03/11 08:08:00.000","000:08","35","Ring","ID4618","D","35","0","0","","2012/03/11 08:08:00","complete","Final Inspection Q.C.","Quality Check 1"
"Case 144","Packing","Packing","2012/03/30 00:00:00.000","2012/03/30 01:00:00.000","000:00","1","Cable Head","ID4491","D","1","0","0","","2012/03/30 00:00:00","arrival","Packing","Packing"
"Case 144","Packing","Packing","2012/03/30 00:00:00.000","2012/03/30 01:00:00.000","000:00","1","Cable Head","ID4491","D","1","0","0","","2012/03/30 00:00:00","start","Packing","Packing"
"Case 144","Packing","Packing","2012/03/30 00:00:00.000","2012/03/30 01:00:00.000","000:00","1","Cable Head","ID4491","D","1","0","0","","2012/03/30 01:00:00","complete","Packing","Packing"
"Case 144","Final Inspection Q.C.","Quality Check 1","2012/03/30 08:56:00.000","2012/03/30 09:57:00.000","001:01","1","Cable Head","ID4493","D","1","0","0","","2012/03/30 01:00:00","arrival","Final Inspection Q.C.","Quality Check 1"
"Case 144","Final Inspection Q.C.","Quality Check 1","2012/03/30 08:56:00.000","2012/03/30 09:57:00.000","001:01","1","Cable Head","ID4493","D","1","0","0","","2012/03/30 08:56:00","start","Final Inspection Q.C.","Quality Check 1"
"Case 144","Final Inspection Q.C.","Quality Check 1","2012/03/30 08:56:00.000","2012/03/30 09:57:00.000","001:01","1","Cable Head","ID4493","D","1","0","0","","2012/03/30 09:57:00","complete","Final Inspection Q.C.","Quality Check 1"
"Case 147","Turning - Machine 8","Machine 8 - Turning & Milling","2012/03/11 18:36:00.000","2012/03/11 23:12:00.000","004:36","60","Piston","ID4219","S","1","0","0","","2012/03/11 18:36:00","arrival","Turning","Machine 8"
"Case 147","Turning - Machine 8","Machine 8 - Turning & Milling","2012/03/11 18:36:00.000","2012/03/11 23:12:00.000","004:36","60","Piston","ID4219","S","1","0","0","","2012/03/11 18:36:00","start","Turning","Machine 8"
"Case 147","Turning - Machine 8","Machine 8 - Turning & Milling","2012/03/11 18:36:00.000","2012/03/11 23:12:00.000","004:36","60","Piston","ID4219","S","1","0","0","","2012/03/11 23:12:00","complete","Turning","Machine 8"
"Case 147","Turning - Machine 8","Machine 8 - Turning & Milling","2012/03/12 07:00:00.000","2012/03/12 11:00:00.000","004:00","60","Piston","ID0997","S","0","0","0","","2012/03/11 23:12:00","arrival","Turning","Machine 8"
"Case 147","Turning - Machine 8","Machine 8 - Turning & Milling","2012/03/12 07:00:00.000","2012/03/12 11:00:00.000","004:00","60","Piston","ID0997","S","0","0","0","","2012/03/12 07:00:00","start","Turning","Machine 8"
"Case 147","Turning - Machine 8","Machine 8 - Turning & Milling","2012/03/12 07:00:00.000","2012/03/12 11:00:00.000","004:00","60","Piston","ID0997","S","0","0","0","","2012/03/12 11:00:00","complete","Turning","Machine 8"
"Case 147","Turning - Machine 8","Machine 8 - Turning & Milling","2012/03/12 11:00:00.000","2012/03/12 15:54:00.000","004:54","60","Piston","ID0997","D","28","0","0","","2012/03/12 11:00:00","arrival","Turning","Machine 8"
"Case 147","Turning - Machine 8","Machine 8 - Turning & Milling","2012/03/12 11:00:00.000","2012/03/12 15:54:00.000","004:54","60","Piston","ID0997","D","28","0","0","","2012/03/12 11:00:00","start","Turning","Machine 8"
"Case 147","Turning - Machine 8","Machine 8 - Turning & Milling","2012/03/12 11:00:00.000","2012/03/12 15:54:00.000","004:54","60","Piston","ID0997","D","28","0","0","","2012/03/12 15:54:00","complete","Turning","Machine 8"
"Case 147","Turning - Machine 8","Machine 8 - Turning & Milling","2012/03/12 19:25:00.000","2012/03/13 02:04:00.000","006:39","60","Piston","ID4219","D","31","0","0","","2012/03/12 15:54:00","arrival","Turning","Machine 8"
"Case 147","Turning - Machine 8","Machine 8 - Turning & Milling","2012/03/12 19:25:00.000","2012/03/13 02:04:00.000","006:39","60","Piston","ID4219","D","31","0","0","","2012/03/12 19:25:00","start","Turning","Machine 8"
"Case 147","Packing","Packing","2012/03/13 00:00:00.000","2012/03/13 01:00:00.000","000:00","60","Piston","ID4820","D","59","0","0","","2012/03/12 19:25:00","arrival","Packing","Packing"
"Case 147","Packing","Packing","2012/03/13 00:00:00.000","2012/03/13 01:00:00.000","000:00","60","Piston","ID4820","D","59","0","0","","2012/03/13 00:00:00","start","Packing","Packing"
"Case 147","Packing","Packing","2012/03/13 00:00:00.000","2012/03/13 01:00:00.000","000:00","60","Piston","ID4820","D","59","0","0","","2012/03/13 01:00:00","complete","Packing","Packing"
"Case 147","Turning - Machine 8","Machine 8 - Turning & Milling","2012/03/12 19:25:00.000","2012/03/13 02:04:00.000","006:39","60","Piston","ID4219","D","31","0","0","","2012/03/13 02:04:00","complete","Turning","Machine 8"
"Case 147","Turning Q.C.","Quality Check 1","2012/03/13 07:00:00.000","2012/03/13 08:00:00.000","001:00","60","Piston","ID4287","D","59","0","0","","2012/03/13 02:04:00","arrival","Turning Q.C.","Quality Check 1"
"Case 147","Turning Q.C.","Quality Check 1","2012/03/13 07:00:00.000","2012/03/13 08:00:00.000","001:00","60","Piston","ID4287","D","59","0","0","","2012/03/13 07:00:00","start","Turning Q.C.","Quality Check 1"
"Case 147","Turning Q.C.","Quality Check 1","2012/03/13 07:00:00.000","2012/03/13 08:00:00.000","001:00","60","Piston","ID4287","D","59","0","0","","2012/03/13 08:00:00","complete","Turning Q.C.","Quality Check 1"
"Case 147","Deburring - Manual","Manual Deburring","2012/03/13 10:23:00.000","2012/03/13 14:00:00.000","003:37","60","Piston","ID4360","D","59","0","0","","2012/03/13 08:00:00","arrival","Deburring","Manual Deburring"
"Case 147","Deburring - Manual","Manual Deburring","2012/03/13 10:23:00.000","2012/03/13 14:00:00.000","003:37","60","Piston","ID4360","D","59","0","0","","2012/03/13 10:23:00","start","Deburring","Manual Deburring"
"Case 147","Final Inspection Q.C.","Quality Check 1","2012/03/13 13:20:00.000","2012/03/13 14:03:00.000","000:43","60","Piston","ID4287","D","59","0","0","","2012/03/13 10:23:00","arrival","Final Inspection Q.C.","Quality Check 1"
"Case 147","Final Inspection Q.C.","Quality Check 1","2012/03/13 13:20:00.000","2012/03/13 14:03:00.000","000:43","60","Piston","ID4287","D","59","0","0","","2012/03/13 13:20:00","start","Final Inspection Q.C.","Quality Check 1"
"Case 147","Deburring - Manual","Manual Deburring","2012/03/13 10:23:00.000","2012/03/13 14:00:00.000","003:37","60","Piston","ID4360","D","59","0","0","","2012/03/13 14:00:00","complete","Deburring","Manual Deburring"
"Case 147","Final Inspection Q.C.","Quality Check 1","2012/03/13 13:20:00.000","2012/03/13 14:03:00.000","000:43","60","Piston","ID4287","D","59","0","0","","2012/03/13 14:03:00","complete","Final Inspection Q.C.","Quality Check 1"
"Case 146","Packing","Packing","2012/02/19 00:00:00.000","2012/02/19 01:00:00.000","000:00","21","Ballnut","ID4820","D","21","0","0","","2012/02/19 00:00:00","arrival","Packing","Packing"
"Case 146","Packing","Packing","2012/02/19 00:00:00.000","2012/02/19 01:00:00.000","000:00","21","Ballnut","ID4820","D","21","0","0","","2012/02/19 00:00:00","start","Packing","Packing"
"Case 146","Packing","Packing","2012/02/19 00:00:00.000","2012/02/19 01:00:00.000","000:00","21","Ballnut","ID4820","D","21","0","0","","2012/02/19 01:00:00","complete","Packing","Packing"
"Case 146","Final Inspection Q.C.","Quality Check 1","2012/02/19 07:00:00.000","2012/02/19 08:40:00.000","001:40","21","Ballnut","ID4287","D","21","0","0","","2012/02/19 01:00:00","arrival","Final Inspection Q.C.","Quality Check 1"
"Case 146","Final Inspection Q.C.","Quality Check 1","2012/02/19 07:00:00.000","2012/02/19 08:40:00.000","001:40","21","Ballnut","ID4287","D","21","0","0","","2012/02/19 07:00:00","start","Final Inspection Q.C.","Quality Check 1"
"Case 146","Final Inspection Q.C.","Quality Check 1","2012/02/19 07:00:00.000","2012/02/19 08:40:00.000","001:40","21","Ballnut","ID4287","D","21","0","0","","2012/02/19 08:40:00","complete","Final Inspection Q.C.","Quality Check 1"
"Case 212","Turning & Milling - Machine 6","Machine 6 - Turning & Milling","2012/02/21 07:12:00.000","2012/02/21 08:13:00.000","001:01","66","Ballnut","ID4794","S","0","0","0","","2012/02/21 07:12:00","arrival","Turning & Milling","Machine 6"
"Case 212","Turning & Milling - Machine 6","Machine 6 - Turning & Milling","2012/02/21 07:12:00.000","2012/02/21 08:13:00.000","001:01","66","Ballnut","ID4794","S","0","0","0","","2012/02/21 07:12:00","start","Turning & Milling","Machine 6"
"Case 212","Turning & Milling - Machine 6","Machine 6 - Turning & Milling","2012/02/21 07:12:00.000","2012/02/21 08:13:00.000","001:01","66","Ballnut","ID4794","S","0","0","0","","2012/02/21 08:13:00","complete","Turning & Milling","Machine 6"
"Case 212","Turning & Milling - Machine 6","Machine 6 - Turning & Milling","2012/02/27 20:17:00.000","2012/02/28 03:55:00.000","007:38","66","Ballnut","ID4794","S","2","0","0","","2012/02/21 08:13:00","arrival","Turning & Milling","Machine 6"
"Case 212","Turning & Milling - Machine 6","Machine 6 - Turning & Milling","2012/02/27 20:17:00.000","2012/02/28 03:55:00.000","007:38","66","Ballnut","ID4794","S","2","0","0","","2012/02/27 20:17:00","start","Turning & Milling","Machine 6"
"Case 212","Turning & Milling - Machine 6","Machine 6 - Turning & Milling","2012/02/27 20:17:00.000","2012/02/28 03:55:00.000","007:38","66","Ballnut","ID4794","S","2","0","0","","2012/02/28 03:55:00","complete","Turning & Milling","Machine 6"
"Case 212","Turning & Milling - Machine 6","Machine 6 - Turning & Milling","2012/02/28 03:56:00.000","2012/02/28 06:56:00.000","003:00","66","Ballnut","ID4794","D","8","0","0","","2012/02/28 03:55:00","arrival","Turning & Milling","Machine 6"
"Case 212","Turning & Milling - Machine 6","Machine 6 - Turning & Milling","2012/02/28 03:56:00.000","2012/02/28 06:56:00.000","003:00","66","Ballnut","ID4794","D","8","0","0","","2012/02/28 03:56:00","start","Turning & Milling","Machine 6"
"Case 212","Turning & Milling Q.C.","Quality Check 1","2012/02/28 06:53:00.000","2012/02/28 08:17:00.000","001:24","66","Ballnut","ID4618","D","0","0","0","","2012/02/28 03:56:00","arrival","Turning & Milling Q.C.","Quality Check 1"
"Case 212","Turning & Milling Q.C.","Quality Check 1","2012/02/28 06:53:00.000","2012/02/28 08:17:00.000","001:24","66","Ballnut","ID4618","D","0","0","0","","2012/02/28 06:53:00","start","Turning & Milling Q.C.","Quality Check 1"
"Case 212","Turning & Milling - Machine 6","Machine 6 - Turning & Milling","2012/02/28 03:56:00.000","2012/02/28 06:56:00.000","003:00","66","Ballnut","ID4794","D","8","0","0","","2012/02/28 06:56:00","complete","Turning & Milling","Machine 6"
"Case 212","Turning & Milling Q.C.","Quality Check 1","2012/02/28 06:53:00.000","2012/02/28 08:17:00.000","001:24","66","Ballnut","ID4618","D","0","0","0","","2012/02/28 08:17:00","complete","Turning & Milling Q.C.","Quality Check 1"
"Case 212","Turning & Milling - Machine 6","Machine 6 - Turning & Milling","2012/02/28 11:06:00.000","2012/02/28 17:47:00.000","006:41","66","Ballnut","ID4529","D","32","0","0","","2012/02/28 08:17:00","arrival","Turning & Milling","Machine 6"
"Case 212","Turning & Milling - Machine 6","Machine 6 - Turning & Milling","2012/02/28 11:06:00.000","2012/02/28 17:47:00.000","006:41","66","Ballnut","ID4529","D","32","0","0","","2012/02/28 11:06:00","start","Turning & Milling","Machine 6"
"Case 212","Turning & Milling - Machine 6","Machine 6 - Turning & Milling","2012/02/28 11:06:00.000","2012/02/28 17:47:00.000","006:41","66","Ballnut","ID4529","D","32","0","0","","2012/02/28 17:47:00","complete","Turning & Milling","Machine 6"
"Case 212","Turning & Milling - Machine 6","Machine 6 - Turning & Milling","2012/02/28 20:06:00.000","2012/02/29 01:34:00.000","005:28","66","Ballnut","ID4794","D","24","0","0","","2012/02/28 17:47:00","arrival","Turning & Milling","Machine 6"
"Case 212","Turning & Milling - Machine 6","Machine 6 - Turning & Milling","2012/02/28 20:06:00.000","2012/02/29 01:34:00.000","005:28","66","Ballnut","ID4794","D","24","0","0","","2012/02/28 20:06:00","start","Turning & Milling","Machine 6"
